0.089
0.105
0.181
0.236
0.334
0.457
0.389
0.595
0.217
0.111
0.07
0.03
0.051
0.07600001
0.127
0.259
0.302
0.359
0.494
0.458
0.172
0.109
0.06
0.052
0.108
0.108
0.163
0.227
0.293
0.363
0.478
0.456
0.203
0.097
0.06500001
0.081
0.06900001
0.119
0.256
0.16
0.239
0.326
0.528
0.385
0.279
0.108
0.06500001
0.068
0.067
0.127
0.148
0.255
0.31
0.392
0.404
0.544
0.181
0.129
0.113
0.093
0.068
0.09
0.146
0.229
0.224
0.372
0.383
0.281
0.178
0.123
0.132
0.072
0.079
0.078
0.106
0.13
0.213
0.291
0.261
0.33
0.18
0.085
0.101
0.063
0.09
0.137
0.114
0.179
0.185
0.272
0.306
0.316
0.158
0.097
0.048
0.08400001
0.111
0.09100001
0.106
0.221
0.35
0.377
0.311
0.244
0.278
0.122
0.058
0.061
0.058
0.078
0.152
0.13
0.254
0.326
0.315
0.344
0.16
0.112
0.066
0.071
0.081
0.066
0.072
0.18
0.183
0.248
0.251
0.284
0.113
0.105
0.057
0.055
0.075
0.078
0.094
0.112
0.254
0.24
0.3
0.316
0.132
0.06500001
0.079
0.07300001
0.06
0.107
0.09100001
0.105
0.235
0.356
0.26
0.196
0.209
0.052
0.045
0.062
0.055
0.063
0.08000001
0.122
0.239
0.165
0.217
0.159
0.158
0.08400001
0.067
0.056
